daf,amud,entry_letter,local_letters,raw_text,text,url
8,b,סה,א,"מיי' פ""ב מהל' הל""ז טוש""ע ח""מ תריט עד סי' תרכד:","רמב""ם פרק ב מהלכות הלכה ז
טור שולחן ערוך ח""מ תריט עד סימן תרכד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%96_%D7%91_%D7%96
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%97%D7%95%D7%A9%D7%9F_%D7%9E%D7%A9%D7%A4%D7%98_%D7%AA%D7%A8%D7%9B%D7%93"
8,b,סו,ב,"מיי' שם פ""ב הלכה טוש""ע או""ח סי' סעיף א:","רמב""ם פרק ב מהלכות הלכה ז הלכה
טור שולחן ערוך אורח חיים סימן סעיף א","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%96_%D7%91_%D7%96
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%95%D7%A8%D7%97_%D7%97%D7%99%D7%99%D7%9D_%D7%A1%D7%A2%D7%99%D7%A3"
8,b,סז,ה ד ג,"מיי' פ""ז שמיטין הלי""ט והל' ופט""ז מהל' מאכלות הל' כו:","רמב""ם פרק ז מהלכות הלכה ז שמיטין הלכה יט והל'
רמב""ם פרק טז מהלכות מאכלות הלכה כו","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%96_%D7%A9%D7%9E%D7%99%D7%98%D7%99%D7%9F_%D7%96_%D7%96
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%90%D7%9B%D7%9C%D7%95%D7%AA_%D7%98%D7%96_%D7%9B%D7%95"
8,b,סח,ו,"מיי' פ""ט מהל' ביאה הל""ה ופ""ד משכב ומושב הל""א סמג קיא:","רמב""ם פרק ט מהלכות ביאה הלכה ה
רמב""ם פרק ד מהלכות ביאה משכב ומושב הלכה א
סמג קיא","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%94
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%90"
8,b,סט,ז,"מיי' פ""א מהל' הל' כא כב:","רמב""ם פרק א מהלכות הלכה כא כב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%94%D7%9C%D7%9B%D7%94_%D7%9B%D7%90_%D7%9B%D7%91_%D7%90_%D7%9B%D7%90
8,b,ע,ח,"מיי' פ""ט מהל' ביאה הל""ד ופ""ד משכב ומושב הל""א סמג ל ג:","רמב""ם פרק ט מהלכות ביאה הלכה ד
רמב""ם פרק ד מהלכות ביאה משכב ומושב הלכה א
סמג ל ג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%93
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%90"
8,b,עא,ט,"מיי' פ""ד מהל' ומושב הל""א:","רמב""ם פרק ד מהלכות ומושב הלכה א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%90
8,b,עב,י,"מיי' פ""ז מהל' ועשין רמג:","רמב""ם פרק ז מהלכות ועשין רמג",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%A2%D7%A9%D7%99%D7%9F_%D7%A8%D7%9E%D7%92_%D7%96
9,a,עג,א,"כותים מיי' פ""ד מהל' משכב ומושב הל""א סמג לאוין ופריך קיא:","רמב""ם כותים רמב""ם פרק ד מהלכות משכב ומושב הלכה א
סמג לאוין ופריך קיא","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%95%D7%A4%D7%A8%D7%99%D7%9A"
9,a,עד,ב,")עי' במיי' פ""ח מהל' איסורי ביאה הלי""ב רוח ובמ""מ( טוש""ע יו""ד סי' קפד אואי סעי' ח וע' בהגה""ה:","רמב""ם )עי' במיי' פרק ח מהלכות איסורי ביאה הלכה יב רוח ובמ""מ(
טור שולחן ערוך יורה דעה סימן קפד אואי סעיף ח וע' בהגהה","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%99%D7%91
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%93_%D7%97"
9,a,עה,ג,"אין )מיי' שם( טוש""ע שם סעי' ז וסעי' ט וסי' קפט סעי' לד:","רמב""ם אין )מיי' שם(
טור שולחן ערוך שם סעיף ז וסעיף ט וסימן קפט סעיף לד",
9,a,עו,ד,"מיי' פ""ט שם הל""ד ופ""ד נמי הואיל ואיכא לידה דיש טהרה אחרי כן מהל' משכב ומושב הל""א איכא לאוקמיה קרא בכל ענין לידה אפילו בלידת סמג שם טוש""ע יו""ד סי' קפט רוח שאין טהרה אחרי כן בשפיר שאינו מרוקם סעיף לג:","רמב""ם פרק ט מהלכות איסורי ביאה הלכה ד
רמב""ם פרק ד נמי הואיל ואיכא לידה דיש טהרה אחרי כן מהלכות משכב ומושב הלכה א איכא לאוקמיה קרא בכל ענין לידה אפילו בלידת
סמג לאוין ופריך קיא
טור שולחן ערוך יורה דעה סימן קפט רוח שאין טהרה אחרי כן בשפיר שאינו מרוקם סעיף לג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%93
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%95%D7%A4%D7%A8%D7%99%D7%9A
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98_%D7%9C%D7%92"
9,a,עז,ה,"מיי' פ""ד מהל' משכב גליון:","רמב""ם פרק ד מהלכות משכב גליון",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%92%D7%9C%D7%99%D7%95%D7%9F_%D7%93
9,b,פא,ב א,"מיי' פ""ט איסורי ביאה ופ""ד מהל' משכב הל""א סמג לאוין קא יו""ד סי' קפט סעי' כט:","רמב""ם פרק ט מהלכות משכב גליון איסורי ביאה
רמב""ם פרק ד מהלכות משכב הלכה א
סמג לאוין קא יורה דעה סימן קפט סעיף כט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%92%D7%9C%D7%99%D7%95%D7%9F_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%93_%D7%90
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%90"
9,b,פב,ג,סעי' א:,"רמב""ם סעיף א",
9,b,פג,ה ד,"מיי' פ""ד משכב ומושב וע""ש בכ""מ ובטוש""ע סי' קפט סעי' כז וסעי' ל:","רמב""ם פרק ד מהלכות משכב משכב ומושב ועיין שם בכסף משנה ובטוש""ע סימן קפט סעיף כז וסעיף ל",
9,b,פד,ו,"טוש""ע יו""ד סי' סעי' כז והכל שם:",טור שולחן ערוך יורה דעה סימן סעיף כז והכל יורה דעה סימן קפט,"https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A1%D7%A2%D7%99%D7%A3
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98"
9,b,פה,ז,"מיי' שם הל""ד שם:","רמב""ם פרק ד מהלכות משכב הלכה ד פרק ד מהלכות משכב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%93_%D7%93
10,a,,,ל',"רמב""ם ל'",
10,a,פו,א,"מיי' פ""ט מהלכות איסורי ביאה הל' ה סמג מעת לאוין קיא:","רמב""ם פרק ט מהלכות איסורי ביאה הלכה ה
סמג מעת לאוין קיא","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%98_%D7%94
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90"
10,b,פז,א,"מיי' פ""ט במ""מ טוש""ע י""ד סימן סעיף ב ג ד:","רמב""ם פרק ט מהלכות איסורי ביאה במגיד משנה
טור שולחן ערוך יורה דעה סימן סעיף ב ג ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%91%D7%9E%D7%92%D7%99%D7%93_%D7%9E%D7%A9%D7%A0%D7%94_%D7%98
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A1%D7%A2%D7%99%D7%A3"
10,b,פח,ג ב,"מיי' פ""ד משכב ומושב הל' סמג לאוין קיא טוש""ע סימן קצ סעיף ג:","רמב""ם פרק ד מהלכות איסורי ביאה משכב ומושב הלכה
סמג לאוין קיא
טור שולחן ערוך סימן קצ סעיף ג","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90"
10,b,פט,ד,מיי' שם הל',"רמב""ם פרק ד מהלכות איסורי ביאה הלכה",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%93
10,b,צ,ה,ומושב הל' ה:,"רמב""ם ומושב הלכה ה",
11,a,צא,א,"פרש""י לקפיצות לחודייהו וקשה דאם מיי' פ""ח מהל' איסורי ביאה הלכה ה סמג לאוין לימים אלא לקפיצות לחודייהו קיח טוש""ע י""ד סימן קפט דלא סעיף יז:","רמב""ם פרש""י לקפיצות לחודייהו וקשה דאם רמב""ם פרק ח מהלכות איסורי ביאה הלכה ה
סמג לאוין לימים אלא לקפיצות לחודייהו קיח
טור שולחן ערוך יורה דעה סימן קפט דלא סעיף יז","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%94
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%9C%D7%99%D7%9E%D7%99%D7%9D
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%98_%D7%99%D7%96"
11,a,צב,ב,"מיי' שם וע""ש בהשגות אלא ובמ""מ טוש""ע שם סעיף לימים יח:","רמב""ם פרק ח מהלכות איסורי ביאה ועיין שם בהשגות אלא ובמגיד משנה
טור שולחן ערוך שם סעיף לימים יח",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%95%D7%A2%D7%99%D7%99%D7%9F_%D7%A9%D7%9D_%D7%91%D7%94%D7%A9%D7%92%D7%95%D7%AA_%D7%90%D7%9C%D7%90_%D7%95%D7%91%D7%9E%D7%92%D7%99%D7%93_%D7%9E%D7%A9%D7%A0%D7%94_%D7%97
11,a,צג,ד ג,"לחודייהו מיי' שם וע""ש במ""מ טוש""ע שם סעיף יז:","רמב""ם לחודייהו רמב""ם שם ועיין שם במגיד משנה
טור שולחן ערוך שם סעיף יז",
11,a,צד,ה,"מיי' פ""ד מהל' ג' זימני גרסי' מטמאי משכב ומושב הל' ו סמג לאוין קיא:","רמב""ם פרק ד מהלכות ג' זימני גרסי' מטמאי משכב ומושב הלכה ו
סמג לאוין קיא",https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
11,a,צה,ו,"מיי' שם הלכה ז ופ""ד דבוסתות סתם מהל' איסורי ביאה הל' טז וע""ש סמג שם טוש""ע האשה י""ד סי' קפד סעיף א וסימן דתנן אין האשה קובעת וסת קפו סעיף א:","רמב""ם פרק ד מהלכות ג' זימני גרסי' מטמאי משכב ומושב הלכה ז
רמב""ם פרק ד דבוסתות סתם מהלכות איסורי ביאה הלכה טז ועיין שם
סמג לאוין קיא
טור שולחן ערוך האשה יורה דעה סימן קפד סעיף א וסימן דתנן אין האשה קובעת וסת קפו סעיף א","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%93_%D7%98%D7%96
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%93_%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%93%D7%AA%D7%A0%D7%9F_%D7%90"
11,a,צו,ז,"מיי' פ""ד מהלכות משכב ומושב הל' ז כגון טוש""ע י""ד סימן קצו סעיף וריש ד:","רמב""ם פרק ד מהלכות משכב ומושב הלכה ז כגון
טור שולחן ערוך יורה דעה סימן קצו סעיף וריש ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%96
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A6%D7%95_%D7%95%D7%A8%D7%99%D7%A9"
11,a,צז,ט ח,מיי' שם הל' ז:,"רמב""ם פרק ד מהלכות משכב ומושב הלכה ז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%96
11,a,צח,כ י,"מיי' פ""ח מהל' של איסורי ביאה הל' ט וע""ש במ""מ סמג שם טור כ""ה י""ד סי' קפט:","רמב""ם פרק ח מהלכות של איסורי ביאה הלכה ט ועיין שם במגיד משנה
סמג לאוין קיא טור כ""ה יורה דעה סימן קפט","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%9C_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%98
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90"
11,a,צט,ל,"בירחא וריש ירחא( או ריש ירחא וה' מיי' שם פ""ו הלכה א:","רמב""ם בירחא וריש ירחא( או ריש ירחא וה' רמב""ם שם פרק ו הלכה א",
11,b,ק,א,מיי' ביאה הל' יח סמג לאוין קפז סעיף יג:,"רמב""ם ביאה הלכה יח
סמג לאוין קפז סעיף יג",https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%A4%D7%96
11,b,קא,ב,"י""ד סימן קפז סעיף יג:","רמב""ם יורה דעה סימן קפז סעיף יג",
11,b,קב,ג,ומושב הל' ז:,"רמב""ם ומושב הלכה ז",
11,b,קג,ד,"מיי' שם הלכה ז קיא ועשין רמג וטוש""ע סימן קפו סעיף א:","רמב""ם פרק ח מהלכות של איסורי ביאה הלכה ז קיא ועשין רמג וטוש""ע סימן קפו סעיף א",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%A9%D7%9C_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%96
11,b,קד,ה,"מיי' פ""ד מהל' ומושב הל' ז:","רמב""ם פרק ד מהלכות ומושב הלכה ז",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%96
11,b,קה,ו ז,"מיי' פ""ד מהל' ביאה הל' ט סמג וע' בטור ובב""י:","רמב""ם פרק ד מהלכות ביאה הלכה ט
סמג וע' בטור ובב""י",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%91%D7%99%D7%90%D7%94_%D7%93_%D7%98
12,b,קיב,א,"מיי' פ""ד איסורי ביאה הל' וע' בהשגות ובמ""מ מהל' אישות הל""ז[ קיא ועשין רמג טוש""ע סימן קפו סעיף ב:","רמב""ם פרק ד איסורי ביאה הלכה וע' בהשגות ובמגיד משנה מהלכות אישות הלכה ז קיא ועשין רמג
טור שולחן ערוך סימן קפו סעיף ב",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A9%D7%95%D7%AA_%D7%93_%D7%95%D7%A2%27
12,b,קיג,ג ב,"איסורי ביאה הלכה ובהשגות ובפ""ד ובהשגות ובמ""מ","רמב""ם איסורי ביאה הלכה ובהשגות ובפ""ד ובהשגות ובמגיד משנה",
13,a,א,א,"או מיי' פ""ד מהלכות משכב ומושב הלכה ו מעטרה ופ""ח מהל' איסורי ביאה הל' למעלה יא סמג לאוין קיא טוש""ע י""ד סי' קפד סעי' א' וסי' מעטרה קצו סעיף ט ]וברב אלפס משום שבת פרק י""ד דף מב.[:","רמב""ם או רמב""ם פרק ד מהלכות משכב ומושב הלכה ו מעטרה
רמב""ם פרק ח מהלכות איסורי ביאה הלכה למעלה יא
סמג לאוין קיא
טור שולחן ערוך יורה דעה סימן קפד סעיף א' וסימן מעטרה קצו סעיף ט וברב אלפס משום שבת פרק יורה דעה דף מב.","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%9E%D7%A9%D7%9B%D7%91_%D7%95%D7%9E%D7%95%D7%A9%D7%91_%D7%93_%D7%95
https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%97_%D7%9C%D7%9E%D7%A2%D7%9C%D7%94
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%99%D7%90
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%A7%D7%A4%D7%93_%D7%90%27
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%99%D7%95%D7%A8%D7%94_%D7%93%D7%A2%D7%94_%D7%9E%D7%A2%D7%98%D7%A8%D7%94_%D7%98"
13,a,ב,ב,"אבל מיי' פכ""א מהל' איסורי ביאה הל' כג סמג לאוין קכו טוש""ע אה""ע סימן כג לר""ת סעיף ד:","רמב""ם אבל רמב""ם פרק כא מהלכות איסורי ביאה הלכה כג
סמג לאוין קכו
טור שולחן ערוך אבן העזר סימן כג לר""ת סעיף ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%91%D7%99%D7%90%D7%94_%D7%9B%D7%90_%D7%9B%D7%92
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%9B%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%91%D7%9F_%D7%94%D7%A2%D7%96%D7%A8_%D7%9B%D7%92_%D7%93"
13,a,ג,ג,"היינו מיי' פ""ז מהלכות תרומות הלכה ד:","רמב""ם היינו רמב""ם פרק ז מהלכות תרומות הלכה ד",https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%AA%D7%A8%D7%95%D7%9E%D7%95%D7%AA_%D7%96_%D7%93
13,a,ד,ד,"מיי' פכ""א מהל' איסורי הרגשה ביאה הל' כג סמג שם לר' טוש""ע א""ח סי' ג סעיף יד שניהם וטוש""ע אה""ע סימן כג סעי' אפ""ו ד:","רמב""ם פרק כא מהלכות איסורי הרגשה ביאה הלכה כג
סמג לאוין קכו לר'
טור שולחן ערוך אורח חיים סימן ג סעיף יד שניהם וטוש""ע אבן העזר סימן כג סעיף אפ""ו ד","https://he.wikisource.org/wiki/%D7%A8%D7%9E%D7%91%22%D7%9D_%D7%94%D7%9C%D7%9B%D7%95%D7%AA_%D7%90%D7%99%D7%A1%D7%95%D7%A8%D7%99_%D7%94%D7%A8%D7%92%D7%A9%D7%94_%D7%91%D7%99%D7%90%D7%94_%D7%9B%D7%90_%D7%9B%D7%92
https://he.wikisource.org/wiki/%D7%A1%D7%9E%22%D7%92_%D7%9C%D7%90%D7%95_%D7%A7%D7%9B%D7%95
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%95%D7%A8%D7%97_%D7%97%D7%99%D7%99%D7%9D_%D7%92_%D7%99%D7%93
https://he.wikisource.org/wiki/%D7%A9%D7%95%D7%9C%D7%97%D7%9F_%D7%A2%D7%A8%D7%95%D7%9A_%D7%90%D7%95%D7%A8%D7%97_%D7%97%D7%99%D7%99%D7%9D_%D7%9B%D7%92_%D7%90%D7%A4%22%D7%95"
